			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	1	1816	Melville-Wiseman, Janet	The Sexual Abuse of Vulnerable People by Registered Social Workers in England	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.1 Pädagogische FK; 4.2 Extern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene	institutioneller Missbrauch // institutional abuse; Kinder- und Jugendhilfe // child welfare system; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte // pedagogial staff; sexuelle Gewalt // sexual violence; Täter*in // offender
0	0	0	219	Merdian, Hannah Lena; Curtis, Cate; Thakker, Jo; Wilson, Nick; Boer, Douglas Pieter	The three dimensions of online child pornography offending	Journal of Sexual Aggression	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Internet // Internet; Kinder // children; Medien // media; Pornografie // pornography; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
1	0	1	2120	Merrin, Gabriel J.; La Haye, Kayla de; Espelage, Dorothy L.; Ewing, Brett; Tucker, Joan S.; Hoover, Matthew; Green, Harold D.	The Co-evolution of Bullying Perpetration, Homophobic Teasing, and a School Friendship Network	Journal of Youth and Adolescence	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.5 Diskriminierung	Forschungsergebnisse // research results; Freunde // friends; Homofeindlichkeit // homophobia; Jugend // youth; Mobbing // bullying; Nordamerika // North America; Peergewalt // peer violence; Peergruppe // peer group; Schule // school; Schüler*innen // pupils; Survey // survey; USA // USA
0	0	1	2132	Messerschmidt, James W.	Masculinities in the making		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender	Geschlecht // gender; Männlichkeit // masculinity; Theorie // theory
1	0	1	2298	Mevissen, Fraukje E. F.; van Empelen, Pepijn; Watzeels, Anita; van Duin, Gee; Meijer, Suzanne; van Lieshout, Sanne; Kok, Gerjo	Development of Long Live Love +, a school-based online sexual health programme for young adults	Sex Education	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Forschungsergebnisse // research results; Lehrer*innen // teachers; Methodensammlung // toolkit; Niederlande // Netherlands; Schule // school; Schüler*innen // pupils; Sexualerziehung // sex ed; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; Verhütung // contraception
0	0	0	1225	Meyer, Elizabeth J.	From Here to Queer		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik	queer // queer; Sexualität // sexuality; Sexuelle Bildung // sexuality education
1	0	1	2027	Meyer, Doug	The Disregarding of Heteronormativity	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.5 Diskriminierung; 6.4 Resilienz	Forschungsergebnisse // research results; Grounded Theory // Grounded Theory; Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Identität // identity; lesbisch // lesbian; Medienanalyse // media analysis; Mobbing // bullying; Nordamerika // North America; Pubertät // Puberty; queer // queer; Resilienz // resilience; Schule // school; trans*ident // trans*; USA // USA
0	0	1	951	Meyer, Elizabeth J.; Carlson, Dennis	Gender and sexualities in education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Geschlecht // gender; Lehrer*innen // teachers; queer // queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Sexuelle Orientierung // sexual orientation; Soziale Schicht // social class
1	0	1	2286	Meyer, Elizabeth J.; Leonardi, Bethy	Teachers’ professional learning to affirm transgender, non-binary, and gender-creative youth	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche	Forschungsergebnisse // research results; Geschlecht // gender; Grundschule // elementary school; Kanada // Canada; Lehrer*innen // teachers; Nordamerika // North America; qualitative Interviews // qualitative interviews; queer // queer; Schule // school; Schüler*innen // pupils; Sexuelle Bildung // sexuality education; trans*ident // trans*
0	0	1	2073	Miedema, Stephanie S.; Yount, Kathryn M.; Chirwa, Esnat; Dunkle, Kristin; Fulu, Emma	Integrating male sexual diversity into violence prevention efforts with men and boys: evidence from the Asia-Pacific Region	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Asien // Asia; Geschlecht // gender; Gesundheitswesen // public health; Gewalt // violence; Jungen // boys; Männer // men; Männlichkeit // masculinity; Prävention // prevention; quantitative Forschung // quantitative research; queer // queer; Statistiken // statistics
0	0	0	1270	Migdalek, Jack	Challenging Gendered Practices Through Drama		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Sexuelle Bildung // sexuality education
0	0	1	1551	Milam, Lisa J.; Nugent, William R.	Children's Knowledge of Genital Anatomy and Its Relationship With Children's Use of the Word "Inside" During Questioning About Possible Sexual Abuse	Journal of Child Sexual Abuse	5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Aufdeckung // disclosure; Einstellungen // attitudes; Fallanalyse // case analysis; Forschungsergebnisse // research results; Gerichtsverhandlungen // judicial proceedings; Jugend // youth; Kinder // children; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse; Sprache // language; USA // USA; Vergewaltigung // rape
0	0	0	1725	Milan, Stephanie; Wortel, Sanne	Family obligation values as a protective and vulnerability factor among low-income adolescent girls	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Familie // family; Forschungsergebnisse // research results; Jugend // youth; Mädchen // girls; Mentale Gesundheit // mental health; Risikoverhalten // risk behaviour; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Vulnerabilität // vulnerability
1	0	0	834	Miller, S. A.	"How You Bully a Girl"	Gender & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Geschlecht // gender; Homofeindlichkeit // homophobia; Jugend // youth; Mobbing // bullying; Nordamerika // North America; qualitative Interviews // qualitative interviews
0	0	0	1256	Miller, sj; Gilligan, James R.	Heteronormative Harassment		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Heteronormativität // heteronormativity; Mobbing // bullying; queer // queer; Schüler*innen // pupils
1	0	0	895	Miller, Susan L.; Hefner, M. Kristen; Leon, Chrysanthi S.	Diffusing responsibility	Children and Youth Services Review	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Medien // media; Opferbeschuldigung // victim-blaming; Pädosexualität // pedosexuality; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	1750	Miller, Shari; Williams, Jason; Cutbush, Stacey; Gibbs, Deborah; Clinton-Sherrod, Monique; Jones, Sarah	Dating violence, bullying, and sexual harassment: longitudinal profiles and transitions over time	Journal of Youth and Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Gewalt in Beziehungen // dating violence; Jugend // youth; Mobbing // bullying; sexuelle Belästigung // sexual harassment
0	0	1	1192	Miller-Perrin, Cindy L.; Perrin, Robin D.	Child maltreatment		3 Fokus; 3.2 Kinderschutz und Gewaltprävention	Handbuch // handbook; Kinder- und Jugendschutz // child protection; Kindesmissbrauch // child abuse
0	0	0	1221	Mills, Martin	Schools, violence, masculinities and privilege		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt	Australien // Australia; Ethnographie // ethnography; Homofeindlichkeit // homophobia; Jugend // youth; Jungen // boys; Männlichkeit // masculinity; Mobbing // bullying; Prävention // prevention; Schule // school; Schüler*innen // pupils; Schulklima // school climate
0	0	1	2445	Minister, Meredith	Rape culture on campus		1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Diskurs // discourse; Nordamerika // North America; Policies // policies; Rape Culture // rape culture; sexuelle Gewalt // sexual violence; Universität // college; USA // USA
0	0	1	2405	Miragoli, Sarah; Camisasca, Elena; Di Blasio, Paola	Child Sexual Behaviors in School Context	Journal of Child Sexual Abuse	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Europa // Europe; Familie // family; Forschungsergebnisse // research results; Geschlecht // gender; Italien // Italy; Kinder // children; kindliche Sexualität // childhood sexuality; Lehrer*innen // teachers; quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; sexuelles Verhalten // sexual behaviour; Survey // survey
0	0	0	1381	Mir-Hosseini, Ziba	Sexuality and inequality: the marriage contract and Muslim legal tradition		1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 7 Sexualität; 7.2 Selbstbestimmung	Heirat // marriage; Muslimische Länder // Muslim countries; Sexualität // sexuality; soziale Ungleichheit // social inequality
0	0	0	1609	Misurell, Justin R.; Springer, Craig; Tryon, Warren W.	Game-based cognitive-behavioral therapy (GB-CBT) group program for children who have experienced sexual abuse	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 6.4 Resilienz	Forschungsergebnisse // research results; Kinder // children; Männer // men; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	248	Mitchell, Renae C.; Galupo, M. Paz	Interest in child molestation among a community sample of men sexually attracted to children	Journal of Sexual Aggression	6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Forschungsergebnisse // research results; Pädosexualität // pedosexuality; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
1	0	0	774	Mitchell, Kimberly J.; Ybarra, Michele L.; Korchmaros, Josephine D.	Sexual harassment among adolescents of different sexual orientations and gender identities	Child Abuse & Neglect	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Geschlechtsidentität // gender identity; queer // queer; sexuelle Belästigung // sexual harassment; Sexuelle Orientierung // sexual orientation; Technologie // technology; trans*ident // trans*
0	0	0	1717	Moilanen, Kristin L.	Why Do Parents Grant or Deny Consent for Adolescent Participation in Sexuality Research?	Journal of Youth and Adolescence	5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität	Eltern // parents; Forschungsergebnisse // research results; Forschungsethik // research ethics; Forschungslücken; Jugend // youth; Methodologie // methodology
0	0	1	2231	Moilanen, Kristin L.; Manuel, Mary Lynn	Mechanisms Linking Self-Regulation and Sexual Behaviors in Never-Married Young Adults	The Journal of Sex Research	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; junge Erwachsene // young adults; Nordamerika // North America; quantitative Forschung // quantitative research; Risikoverhalten // risk behaviour; sexuelle Gesundheit // sexual health; Survey // survey; USA // USA
0	0	0	1219	Mollow, Anna	Is Sex Disability?		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.6 Behinderungen; 7 Sexualität	Behinderung // disability; Geschlecht // gender; queer // queer; Theorie // theory
1	0	1	2019	Monroe, Dave	Porn		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Pornografie // pornography
1	0	1	1542	Moore, Tim P.; McArthur, Morag; Noble-Carr, Debbie	More a marathon than a hurdle	Qualitative Research	2 Institutioneller Kontext; 2.1 Dynamiken; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Australien // Australia; Ethik // ethics; Forschungsethik // research ethics; Kinder // children; Methodologie // methodology; Sicherheit // safety
1	0	1	2042	Moore, Jeff; Thornton, Christine; Hughes, Mary	On the Road to Resilience	Child Abuse Review	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.3 Negative Folgen; 6.4 Resilienz	Europa // Europe; Forschungsergebnisse // research results; Großbritannien // Great Britain; institutioneller Missbrauch // institutional abuse; Irland // ireland; Kinder // children; Resilienz // resilience; Survey // survey
0	0	0	1855	Moosmann, Danyel A. V.; Roosa, Mark W.	Exploring Mexican American adolescent romantic relationship profiles and adjustment	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Ethnizität // ethnicity; Jugend // youth; Latin@s // Latinx; Liebesbeziehung // romantic relationship; Nordamerika // North America
0	0	0	1864	Mora, Claudia; Monteiro, Simone	Vulnerability to STIs/HIV	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jugend // youth; Lateinamerika // Latin America; lesbisch // lesbian; Risikofaktoren // risk factors; Risikoverhalten // risk behaviour; Sexuell übertragbare Infektionen // sexually transmitted infections; Vulnerabilität // vulnerability
1	0	1	2443	Morelli, Mara; Bianchi, Dora; Baiocco, Roberto; Pezzuti, Lina; Chirumbolo, Antonio	Sexting Behaviors and Cyber Pornography Addiction Among Adolescents	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Drogenkonsum // substance consumption; Forschungsergebnisse // research results; Internet // Internet; Jugend // youth; Medien // media; Pornografie // pornography; Sexting // sexting; Soziale Medien // social media
0	0	0	1177	Morgan, Wendy; Gilchrist, Elizabeth	Risk assessment with intimate partner sex offenders	Journal of Sexual Aggression	6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.4 Übergriff	Familie // family; Gewalt // violence; Gewalt in Beziehungen // dating violence; Risikofaktoren // risk factors
1	0	1	1986	Morgan, Ruth; Marais, Charl; Wellbeloved, Joy Rosemary	Trans		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT	Afrika // Africa; trans*ident // trans*
1	0	1	1365	Morris, Matthew C.; Kouros, Chrystyna D.; Janecek, Kim; Freeman, Rachel; Mielock, Alyssa; Garber, Judy	Community-level moderators of a school-based childhood sexual assault prevention program	Child Abuse & Neglect	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.2 Extern; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Evaluation // evaluation; Kinder // children; Methodensammlung // toolkit; Nordamerika // North America; Prävention // prevention; Sicherheit // safety; USA // USA
0	0	1	2390	Morrison, Sarah Elizabeth; Bruce, Caroline; Wilson, Sarah	Children's Disclosure of Sexual Abuse	Journal of Child Sexual Abuse	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 6.5 Disclosure	Aufdeckung // disclosure; Evaluation // evaluation; Folgen // long-term effects; Literaturreview // literature review; qualitative Forschung // qualitative research; Schutz // protection; sexueller Kindesmissbrauch // child sexual abuse; soziale Unterstützung // social support
1	0	1	2167	Morton, Sarah	Getting evidence into action to tackle institutional child abuse	Child Abuse & Neglect	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Australien // Australia; Gerichtsverhandlungen // judicial proceedings; institutioneller Missbrauch // institutional abuse; Kommentar // commentary; Policies // policies; sexueller Kindesmissbrauch // child sexual abuse; Sicherheit // safety
0	0	0	1414	Moss, Donald	Sexual aberrations: do we still need the concept? If so, when and why? If not, why not?		1 Sozialer Kontext; 1.2 Diskurse; 7 Sexualität	Diskurs // discourse; sexuelles Verhalten // sexual behaviour; Theorie // theory
1	0	0	2321	Mouhanna, Farah; DeJong, Jocelyn; Afifi, Rima; Asmar, Khalil; Nazha, Bassel; Zurayk, Huda	Student support for reproductive health education in middle schools	Sex Education	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Asien // Asia; Einstellungen // attitudes; Forschungsergebnisse // research results; Libanon // Lebanon; Schule // school; Schüler*innen // pupils; Sexuelle Bildung // sexuality education
1	0	1	2161	Moynihan, Melissa; Mitchell, Katherine; Pitcher, Claire; Havaei, Farinaz; Ferguson, Max; Saewyc, Elizabeth	A systematic review of the state of the literature on sexually exploited boys internationally	Child Abuse & Neglect	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Folgen // long-term effects; Forschungsergebnisse // research results; Forschungslücken; international // international; Jugend // youth; Jungen // boys; Kinder // children; Literaturreview // literature review; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	734	Muehlenhard, Charlene L.; Humphreys, Terry P.; Jozkowski, Kristen N.; Peterson, Zoë D.	The Complexities of Sexual Consent Among College Students	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Forschungslücken; Konsens // consent; Literaturreview // literature review; Methodologie // methodology; Nordamerika // North America; Student*innen // college students; Universität // college
0	0	1	2237	Muehlenhard, Charlene L.; Peterson, Zoë D.; Humphreys, Terry P.; Jozkowski, Kristen N.	Evaluating the One-in-Five Statistic: Women's Risk of Sexual Assault While in College	The Journal of Sex Research	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6.2 Art; 6.2.4 Übergriff	Forschungsergebnisse // research results; Frauen // women; Literaturreview // literature review; Nordamerika // North America; sexuelle Gewalt // sexual violence; Statistiken // statistics; Universität // college; USA // USA
0	0	0	1868	Muhanguzi, Florence Kyoheirwe	Gender and sexual vulnerability of young women in Africa	Culture, Health & Sexuality	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.3 Negative Folgen; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Afrika // Africa; Geschlechterrolle // gender role; Identität // identity; Mädchen // girls; Risikofaktoren // risk factors; Sexualität // sexuality; Sexuelle Bildung // sexuality education; sexuelle Gewalt // sexual violence; Tabu // taboo; Trauma // trauma; Vulnerabilität // vulnerability
0	0	0	1950	Muise, Amy; Preyde, Michéle; Maitland, Scott B.; Milhausen, Robin R.	Sexual identity and sexual well-being in female heterosexual university students	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Geschlecht // gender; Identität // identity; Jugend // youth; Nordamerika // North America; Sexualität // sexuality; sexuelle Gesundheit // sexual health; Student*innen // college students
0	0	1	1819	Mul, Nick J.; McKenzie, Cameron; Khan, Maryam	Recognition and Legitimisation of Sexual Orientation and Gender Identity (SOGI) at the UN	The British Journal of Social Work	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Diskursanalyse // discourse analysis; Policies // policies; queer // queer
0	0	0	668	Mulumeoderhwaa, Maroyi; Harris, Geoff	Forced sex, rape and sexual exploitation	Culture, Health & Sexuality	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 6.2.4 Übergriff	Afrika // Africa; Fokusgruppe // focus group; Jugend // youth; qualitative Interviews // qualitative interviews; sexuelle Gewalt // sexual violence; Vergewaltigung // rape
0	0	0	1874	Munoz-Laboy, Miguel; Murray, Laura R.; Wittlin, Natalie; Wilson, Patrick A.; Terto, Veriano; Parker, Richard	Divine targets	Culture, Health & Sexuality	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit; 2.2.9 Kirche; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.2 Extern; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Jugend // youth; Lateinamerika // Latin America; Religion // religion; Selbstbestimmung // agency; Sexuell übertragbare Infektionen // sexually transmitted infections; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; Soziale Schicht // social class; Vulnerabilität // vulnerability
1	0	0	677	Murphy, Meghan	How organisational culture influences teachers' support of openly gay, lesbian and bisexual students	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche	Coming out // coming out; Jugend // youth; Nordamerika // North America; Organisation // organisation; qualitative Interviews // qualitative interviews; queer // queer; Schule // school; Sprache // language
0	0	0	1488	Murphy, Lisa; Ranger, Rebekah; Fedorff, J. Paul	Legal and Clinical Issues in Interpreting Child Pornography on the Internet		1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt	Gerichtsverhandlungen // judicial proceedings; Internet // Internet; Kinder // children; Medien // media; Pornografie // pornography
0	0	1	577	Murray, Olivia J.	Queer Inclusion in Teacher Education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Pädagogische FK	Homosexualität // homosexuality; Inklusion // inclusion; Lehrer*innen // teachers; Sexuelle Bildung // sexuality education
0	0	1	2289	Murray, Olivia J.	Queer inclusion in teacher education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK	Ausbildung // qualification; Lehrer*innen // teachers; queer // queer
0	0	0	1769	Murry, Velma McBride; Berkel, Cady; Chen, Yi-Fu; Brody, Gene H.; Gibbons, Frederick X.; Gerrard, Meg	Intervention induced changes on parenting practices, youth self-pride and sexual norms to reduce HIV-related behaviors among rural African American youths	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität	Eltern // parents; Jugend // youth; Prävention // prevention; Risiko // risk; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; sexuelles Verhalten // sexual behaviour
