			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	0	1365	Morris, Matthew C.; Kouros, Chrystyna D.; Janecek, Kim; Freeman, Rachel; Mielock, Alyssa; Garber, Judy	Community-level moderators of a school-based childhood sexual assault prevention program	Child Abuse & Neglect	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Kinder // children; Nordamerika // North America; Prävention // prevention; Sicherheit // safety
1	0	0	1370	Schaafsma, Dilana; Kok, Gerjo; Stoffelen, Joke M. T.; Curfs, Leopold M. G.	People with Intellectual Disabilities Talk About Sexuality	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Europa // Europe; Intervention // intervention; Sexualität // sexuality; Sexuelle Bildung // sexuality education; Verhütung // contraception
1	0	0	1371	Frawley, Patsie; Wilson, Nathan J.	Young People with Intellectual Disability Talking About Sexuality Education and Information	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Australien // Australia; Behinderung // disability; Fokusgruppe // focus group; Geschlecht // gender; Jugend // youth; Sexuelle Bildung // sexuality education
0	0	0	1373	Sanjakdar, Fida	Living west, facing east		1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Islam; Jugend // youth; Nordamerika // North America; Qualitative Interviews; Religion; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexualität // sexuality
1	0	0	1375	Mallet, Pascal; Herbe, Dominique	Does knowledge about sexuality prevent adolescents from developing rape-supportive beliefs?	The Journal of Sex Research	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 7 Sexualität; 7.1 Beziehungsgestaltung	Europa // Europe; Jugend // youth; Rape Culture; Sexualität // sexuality; Vergewaltigung // rape
0	0	0	1381	Mir-Hosseini, Ziba	Sexuality and inequality: the marriage contract and Muslim legal tradition		1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 7 Sexualität; 7.2 Selbstbestimmung	Heirat // marriage; Islam; Sexualität // sexuality; soziale Ungleichheit // social inequality
0	0	0	1384	Hoodfar, Homa; Ghoreishian, Ana	Morality policing and the public sphere: women reclaiming their bodies and their rights		1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.1 Gender; 7 Sexualität; 7.2 Selbstbestimmung	Frauen // women; Körper // body; Sexualethik // sexual ethics; sexuelle Rechte // sexual rights
0	0	0	1385	Karim, Shuchi	Living sexualities: non-hetero female sexuality in urban middle-class Bangladesh		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 1.4.5 Religion; 7 Sexualität	Bisexualität // bisexuality; Frauen // women; lesbisch // lesbian; Sexualität // sexuality; trans*ident // trans*
0	0	1	1392	Carr, Nicola; Pinkerton, John	Coming into view?		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 2.2.7 Kinder- und Jugendhilfe; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; schwul // gay; trans*ident // trans*
0	0	1	1393	Winter, Elizabeth A.; Elze, Diane E.; Saltzburg, Susan; Rosenwald, Mitchell	Social services for LGBT young people in the United States		1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; schwul // gay; Sozialisation // socialization; trans*ident // trans*
0	0	0	1399	Saltzburg, Susan	Pedagogy for unpacking heterosexist and cisgender bias in social work education in the United States		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Intern	Heteronormativität // heteronormativity; Pädagogik // pedagogy; Pädagogische Fachkräfte; sexuelle Minderheit // sexual minority; Sozialisation // socialization; Student*innen // college students; Universität // college
0	0	0	1400	Pullen Sansfacon, Annie; Manning, Kimberley Ens	Maximising research outcomes for trans children and their families in Canada inquiry		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.3 Methodologie	Aktionsforschung // PAR; Eltern // parents; Jugend // youth; Kinder // children; Mentale Gesundheit // mental health; Nordamerika // North America; sexuelle Minderheit // sexual minority; soziale Unterstützung // social support; Sozialisation // socialization; trans*ident // trans*
0	0	0	1405	Lemma, Alessandra; Lynch, Paul E.	Introduction: let´s talk about sex or...maybe not...		3 Fokus; 3.1 Sexualpädagogik	Sexualität // sexuality
0	0	0	1414	Moss, Donald	Sexual aberrations: do we still need the concept? If so, when and why? If not, why not?		1 Sozialer Kontext; 1.2 Diskurse; 7 Sexualität; 8 Forschung; 8.2 Theorie	Diskurs // discourse; sexuelles Verhalten // sexual behaviour
0	0	0	1418	North, Connie E.	Introduction: Bending the Terrain		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT	Bisexualität // bisexuality; Identität // identity; schwul // gay; Sexuelle Bildung // sexuality education; sexuelle Minderheit // sexual minority; trans*ident // trans*
0	0	0	1421	Fields, Jessica	Differences and Divisions		1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Policies; Sexuelle Bildung // sexuality education; soziale Ungleichheit // social inequality
0	0	0	1423	Bailey, Lucy; Graves, Karen	Introduction		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Gesellschaft // society; Policies; Schule // school; Schulklima // school climate; sexuelle Minderheit // sexual minority; Sozialisation // socialization
0	0	1	1426	Blumenfeld, Warren J.	"We´re Here and We´re Fabolous"		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Homosexualität // homosexuality; Jugend // youth; lesbisch // lesbian; Selbstorganisation // self-organization; trans*ident // trans*
0	0	0	1427	Nunez, Isabel	Introduction		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Intern	Bisexualität // bisexuality; Identität // identity; Lehrer*innen // Teachers; lesbisch // lesbian; Schule // school; schwul // gay; Sexualität // sexuality; trans*ident // trans*
0	0	0	1428	Pajor Ford, Carolyn	White Trash		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.3 Schicht	Bisexualität // bisexuality; Soziale Schicht // social class
0	0	0	1429	Atkinson, Becky	Apple Jumper, Teacher Babe, and Bland Uniformer Teachers: Fashioning Feminine Teacher Bodies		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern	Feminismus // feminism; Geschlecht // gender; Geschlechterrolle // gender role; Lehrer*innen // Teachers; Nordamerika // North America; Schule // school; Weiblichkeit // femininity
0	0	0	1430	Rofes, Eric E.	Bound and Gagged		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern; 7 Sexualität; 7.2 Selbstbestimmung	Ethnographie // ethnography; Lehrer*innen // Teachers; Nordamerika // North America; schwul // gay; sexuelle Minderheit // sexual minority; Universität // college
0	1	0	1431	Gallop, Jane	Knot a Love Story		7 Sexualität; 7.1 Beziehungsgestaltung	Beziehungsgestaltung // relationships
0	0	0	1432	Linville, Darla	Introduction		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Schule // school; Schüler*innen // pupils; Sexualität // sexuality; Sexuelle Bildung // sexuality education
0	0	0	1433	Boas, Erica M.	Walking the Line		1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.1 Kindertagesstätte; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Einstellungen // attitudes; Grenzen // boundaries; Grundschule // elementary school; kindliche Sexualität // childhood sexuality; Lehrer*innen // Teachers; Nähe-Distanz-Regulation // boundary management; Professionalität // professionality
0	0	0	1434	Pascoe, C. J.	Becoming Mr. Cougar		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern	Heteronormativität // heteronormativity; Homofeindlichkeit // homophobia; Schule // school
0	0	0	1436	Linville, Darla	Virtual, Welcoming, Queer, School Community		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Schule // school; Schulklima // school climate; sexuelle Minderheit // sexual minority
0	0	0	1437	Ford, Jillian	Introduction: Realidades realities, Palabras words, y and Estudios studies		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; Schule // school; schwul // gay; sexuelle Minderheit // sexual minority; trans*ident // trans*
0	0	1	1438	Singh, Anneliese A.; Jackson, Ken	Queer and Transgender Youth		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Schule // school; Schulklima // school climate; Sexuelle Bildung // sexuality education; sexuelle Minderheit // sexual minority; trans*ident // trans*
0	0	1	1439	Bryan Meek, Jane	"Being Queer Is the Luckiest Thing"		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Diskurs // discourse; lesbisch // lesbian; schwul // gay; sexuelle Minderheit // sexual minority; Student*innen // college students; trans*ident // trans*
0	0	1	1440	Schmidt, Sandra J.	Let Me in!		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 8 Forschung; 8.1 Forschungsethik	Curriculum; Diskurs // discourse; Forschung // research
0	0	0	1443	Poole, Jay; Gause, C. P.	Under Construction		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT	Christentum // christianity; Heteronormativität // heteronormativity; Narration // narrative; Nordamerika // North America; Rassismus // racism; Religion; Sexualethik // sexual ethics; sexuelle Minderheit // sexual minority; soziale Ungleichheit // social inequality; Sozialisation // socialization; Theorie // theory
0	0	1	1444	Dankmeijer, Peter	LGBT, to Be or Not to Be?		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik	Bisexualität // bisexuality; Geschlechtsidentität // gender identity; lesbisch // lesbian; schwul // gay; Sexuelle Bildung // sexuality education; trans*ident // trans*
0	0	0	1445	Schmitt, irina	Sexuality, Secularism, and the Nation - Reading Swedish School Policies		1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 7 Sexualität	Policies; Religion; Schule // school; Sexualität // sexuality
0	0	0	1446	Rajander, Silja; Sophat, Phal	Drama Performances Address Stigma, Discrimination of MSM and HIV/AIDS Prevention		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Diskriminierung // discrimination; Prävention // prevention; schwul // gay; Sexuell übertragbare Infektionen // sexually transmitted infections
0	0	1	1448	Britzman, Deborah P.	Queer Pedagogy and Its Strange Techniques		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern	Pädagogik // pedagogy; sexuelle Minderheit // sexual minority
0	1	1	1450	Casemore, Brian	"A Different Idea" in the Sex Education Curriculum		3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Curriculum; Gefühle // emotions; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; Unterricht // class
0	0	0	1452	Gould, Deborah B.	Education in the Streets		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT	Gefühle // emotions; Sexuelle Bildung // sexuality education
0	0	0	1454	Erooga, Marcus	Understanding and Responding to People Who Sexually Abuse Children Whilst Employed In Trust		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.4 Ergebnisse	Kinder // children; Pädagogische Fachkräfte; sexueller Kindesmissbrauch // child sexual abuse; Übersicht // review
0	0	0	1456	Cleary, Kerry; Erooga, Marcus	Policy and Legislation - Changing Responses to an Emerging Problem		1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Fallanalyse // case analysis; Organisation; Policies; sexueller Kindesmissbrauch // child sexual abuse; Strafrecht // criminal justice
0	0	0	1457	Erooga, Marcus; Allnock, Debra; Telford, David	Sexual abuse of children by people in organisations		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Organisation; Schutz // protection; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	1458	Sullivan, Joe; Quayle, Ethel	Manipulation styles of abusers who work with children		3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.2 Art; 6.2.2 Missbrauch	Kinder // children; Pädagogische Fachkräfte; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	1459	Quayle, Ethel	Organisational issues and new technologies		1 Sozialer Kontext; 1.3 Medien und Technologie; 2 Institutioneller Kontext; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention	Organisation; Technologie // technology
0	0	1	1460	Cleary, Kerry	Safer recruitment		2 Institutioneller Kontext; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention	Organisation; Pädagogische Fachkräfte; Sicherheit // safety
0	0	0	1461	Kaufman, Keith L.; Tews, Hayley; Schuett, Jessica M.; Kaufman, Benjamin R.	Prevention is better than cure		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Organisation; Prävention // prevention
0	0	0	1462	Green, Jo	Avoiding and managing allegations against staff		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Organisation; Pädagogische Fachkräfte; sexueller Kindesmissbrauch // child sexual abuse
0	0	1	1463	Castillo, Victoria A.	Introduction to “In Conversation on Female Genital Cutting”:		1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 1.4.5 Religion; 7 Sexualität; 7.2 Selbstbestimmung	Genitalbeschneidung // Genital cutting; Geschlecht // gender; Geschlechterrolle // gender role; Gesellschaft // society; Interkulturell // intercultural; Intersektionalität // intersectionality; Islam; Kommentar // commentary; Körper // body; Muslimische Länder // Muslim countries; Weiblichkeit // femininity
0	0	1	1464	Malmström, Maria Frederika	The Continuous Making of Pure Womanhood among Muslim Women in Cairo		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 1.4.5 Religion; 7 Sexualität; 7.2 Selbstbestimmung	Diskurs // discourse; Genitalbeschneidung // Genital cutting; Geschlecht // gender; Geschlechterrolle // gender role; Geschlechtsidentität // gender identity; Gesellschaft // society; Interkulturell // intercultural; Islam; Muslimische Länder // Muslim countries; Qualitative Interviews; Weiblichkeit // femininity
0	0	0	1479	Grudzinskas, Albert; Cody, Richard; Brada, Sara J.; Saleh, Fabian M.	New Technology Meets Old Law		1 Sozialer Kontext; 1.1 Policies; 1.3 Medien und Technologie	Fallanalyse // case analysis; Internet; Jugend // youth; Literaturreview // literature review; Medien // media; Nordamerika // North America; Sexting // sexting; Strafrecht // criminal justice; Technologie // technology
0	0	0	1481	Harris, Andrew J.	Understanding the World of Digital Youth		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugend // youth; Technologie // technology
0	0	1	1482	Smahel, David; Subrahmanyam, Kaveri	Adolescent Sexuality on the Internet: A Developmental Perspective		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugend // youth; Sexualität // sexuality
0	0	1	1483	Clavert, Clay	Youth-Produced Sexual Images, "Sexting", and the Cellphone		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Sexting // sexting
0	0	1	1484	Scott, Charles L.	Chat Rooms and Social Networking Sites		1 Sozialer Kontext; 1.3 Medien und Technologie	Internet
0	0	0	1485	Saleh, Fabian M.; Feldman, Barry N.; Grudzinskas, Albert; Ravven, Simha E.; Cody, Richard	Cybersexual Harassment and Suicide		1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Internet; Selbstmord // suicide; sexuelle Belästigung // sexual harassment
0	0	0	1486	Boonmann, Cyril; Grudzinskas, Albert; Aebi, Marcel	Juveniles, the Internet, and Sexual Offending		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in	Internet; Jugend // youth; sexuelle Gewalt // sexual violence
0	0	0	1487	Judge, Abigail; Graw Leary, Mary	From the Streets to Cyberspace		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Jugend // youth; Kinder // children; sexuelle Gewalt // sexual violence; Technologie // technology
0	0	0	1488	Murphy, Lisa; Ranger, Rebekah; Fedorff, J. Paul	Legal and Clinical Issues in Interpreting Child Pornography on the Internet		1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt	Internet; Kinder // children; Pornografie // pornography; Strafrecht // criminal justice
0	0	1	1489	Clark, Andrew B.	Parenting Through the Digital Revolution		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.3 Eltern und Familie	Eltern // parents; Internet; Jugend // youth
0	0	0	1490	Harris, Andrew J.; Davidson, Judith	Teens, Sex, and Technology: Implications for Educational Systems and Practice		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Policies; Sexualität // sexuality; Technologie // technology
0	0	0	1491	Hua, Liwei L.; Yapo, Scott; Yule, Amy; Gorrindo, Tristan	Problematic Internet Behaviours: Diagnostic and Treatment		1 Sozialer Kontext; 1.3 Medien und Technologie	Behandlung // treatment; Internet; Risikoverhalten // risk behaviour
0	0	1	1492	Seroussi, Ariel; Bonnici, Daniel; Leogn, Gregory B.; Weinstock, Robert	Ethical and Legal Considerations for Psychiatry Regarding Adolescents and Technology Use		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Ehtik // ethics; Jugend // youth; Strafrecht // criminal justice; Technologie // technology
0	0	0	1493	Racine, Christopher W.; Bates Billick, Stephen	Conclusion		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugend // youth; Sexuelle Entwicklung // sexual development; Strafrecht // criminal justice
0	0	0	1503	Cowie, Helen	The immediate and long-term effects of bullying		2 Institutioneller Kontext; 2.1 Dynamiken; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.3 Negative Folgen	Folgen // long-term effects; Mobbing // bullying
0	0	0	1504	Rivers, Ian	Cyberbullying and cyberaggression		1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.4 Ergebnisse	Aggression; Internet; Mobbing // bullying; sexuelle Erfahrung // sexual experience
0	0	0	1505	Espelage, Dorothy L.	Bullying and sexual violence		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.2.5 Diskriminierung; 8 Forschung; 8.2 Theorie	Homofeindlichkeit // homophobia; Literaturreview // literature review; Männlichkeit // masculinity; Mobbing // bullying; Nordamerika // North America; Peers; Schulklima // school climate; sexuelle Minderheit // sexual minority
0	0	0	1507	Williams, Sian	Sexual bullying in one local authority		2 Institutioneller Kontext; 2.1 Dynamiken; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Mobbing // bullying
0	0	0	1511	Anderson, Eric	Masculinity and homophobia in high school and college sports		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1.1 Sportunterricht; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Coming out; Ethnographie // ethnography; Homofeindlichkeit // homophobia; Homosexualität // homosexuality; Lehrer*innen // Teachers; Männlichkeit // masculinity; Nordamerika // North America; Schule // school; Schulklima // school climate; schwul // gay; Sozialisation // socialization; Sport // sports; Sportunterricht // physical education; Stigmatisierung // stigma
0	0	0	1512	Schneider, Margaret; Travers, Robb; St. John, Alex; Munro, Lauren; Klein, Kate	The role of Gay-Straight Alliances in addressing bullying in schools		1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art	Homosexualität // homosexuality; Mobbing // bullying; Schule // school
0	0	0	1515	Livingstone, Sonia M.; Haddon, Leslie	Theoretical framework for children´s internet use		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.2 Theorie	Internet; Kinder // children
0	0	0	1517	Görzig, Anke	Methodological framework		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.3 Methodologie	Internet; Kinder // children
0	0	0	1518	Ogan, Christine; Karakus, Türkan; Kursun, Engin; Cagiltay, Kürsat; Kasikci, Duygu	Cognitive interviewing and response to EU Kids Online survey questions		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Kinder // children
0	0	0	1519	Helsper, Ellen	Which children are fully online?		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder	Internet; Kinder // children
0	0	0	1520	Görzig, Anke; Mascheroni, Giovanna; Murru, Maria Francesca	Varieties of access and use		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.4 Ergebnisse	Internet; Kinder // children
0	0	0	1521	Pruulmann-Vengerfeldt, Pille; Runnel, Pille	Online opportunities		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder	Internet; Kinder // children
0	0	1	1522	Sonck, Nathalie; Kuiper, Els; Haan, Jos de	Digital skills in the context of media literacy		1 Sozialer Kontext; 1.3 Medien und Technologie	Medien // media
0	0	0	1523	Kupiainen, Reijo; Suoninen, Annikka; Nikunen, Kaarina	Between public and private: privacy in social networking sites		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder	Internet; Kinder // children; Privatsphäre // privacy
0	0	0	1524	Kirwil, Lucyna; Laouris, Yiannis	Experimenting with the self online: a risky opportunity		1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder	Identität // identity; Internet; Kinder // children; Risiko // risk
0	0	0	1525	Hasebrink, Uwe	Young European´s online enviroments: a typology of user practices		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 8 Forschung; 8.4 Ergebnisse	Internet; Jugend // youth; Kinder // children
