			Autor, Herausgeber oder Institution	Jahr ermittelt	Dokumententyp	Zeitschrift/Zeitung	Titel	Kategorien	Schlagwörter	Laufnummer
0	0	1	Best, Joel; Bogle, Kathleen A.	2014	Buch (Monographie)		Kids gone wild	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Diskurs // discourse; Eltern; Jugendliche und junge Erwachsene; Medien // media; Panik // panics; Sexting // sexting; Sexualisierung // sexualization; sexuelles Verhalten // sexual behaviour	1117
0	0	0	Boonmann, Cyril; Grudzinskas, Albert; Aebi, Marcel	2014	Beitrag in …		Juveniles, the Internet, and Sexual Offending	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in	Internet; Jugendliche und junge Erwachsene; sexuelle Gewalt // sexual violence	1486
0	0	1	Bryan, Jennifer	2014	Beitrag in …		Tomboys, Sissies, and ""That's So Gay""	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.1 Kindergarten; 2.2.3 Schule; 5 Adressat_innen; 5.1 Kinder	Diversity; Geschlecht // gender; Grundschule // elementary school; Kinder	1258
0	0	0	Burke, Kevin	2014	Beitrag in …		Impossible Women	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	geschlechtergetrennte Bildung // single-sex education; Geschlechterrolle // gender role; Jungen // boys; Katholizismus // catholicism; Männlichkeit // masculinity; Schule // school; Schulklima // school climate	1243
0	0	0	Caldas, Stephen J.; Bensy, Mary Lou	2014	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	The sexual maltreatment of students with disabilities in American school settings	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Child Behavior/psychology; Child Welfare/statistics & numerical data; Crime Victims/psychology/statistics & numerical data; Disabled Children/psychology/statistics & numerical data; Faculty/statistics & numerical data; Female; Humans; Incidence; Internet; Jugendliche und junge Erwachsene; Kinder; Schools; sexueller Kindesmissbrauch; Students/statistics & numerical data; United States/epidemiology	1580
0	0	0	Carlson, Daniel L.; McNulty, Thomas L.; Bellair, Paul E.; Watts, Stephen	2014	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Neighborhoods and racial/ethnic disparities in adolescent sexual risk behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.4 Ergebnisse	erstes Mal // sexual debut; Ethnizität // ethnicity; Jugendliche und junge Erwachsene; Risikoverhalten // risk behavior; sexuelles Verhalten // sexual behaviour	1740
0	0	1	Carlson, Dennis	2014	Beitrag in …		The Bully Curriculum	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Curriculum; Geschlecht // gender; Mobbing // bullying; Schule // school; Sexualität // sexuality	1253
0	0	0	Carmody, Moira	2014	Beitrag in …		Young People, Ethical Sex and Violence Prevention	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Dating; Geschlecht // gender; Gewalt in Beziehngen // dating violence; Jugendliche und junge Erwachsene; Konsens // consent; Prävention // prevention; Schule // school; Sexualethik // sexual ethics; sexuelle Gewalt // sexual violence	1311
0	0	0	Carrigan Wooten, Sara	2014	Beitrag in …		Critical Interventions	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.2.5 Diskriminierung	Bisexualität // bisexuality; Intervention // intervention; lesbisch // lesbian; queer; schwul // gay; sexuelle Gewalt // sexual violence; trans*ident // trans*; Universität // college university	1271
0	0	0	Casella, Ronnie	2014	Beitrag in …		The Historical and Political Roots of School Violence in South Afrika: Developing a Cross-National Theory	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.2 Art; 8 Forschung; 8.2 Theorie	Gewalt // violence; Politik // politics; Schule // school	1304
0	0	0	Chapman, Amy; Buchanan, Rachel	2014	Beitrag in …		FYI... Virtual Space Has a Context: Towards an Alternative Frame for Understanding Cyberbullying	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 8 Forschung; 8.2 Theorie	Aggression; Geschlechterrolle // gender role; Internet; Jugendliche und junge Erwachsene; Mobbing // bullying; Peers	1305
1	0	0	Chappell, Paul; Rule, Peter; Dlamini, Mfana; Nkala, Nompilo	2014	Zeitschriftenaufsatz	Childhood	Troubling power dynamics	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 5 Adressat_innen; 8 Forschung; 8.1 Forschungsethik; 8.3 Methodologie	Behinderung // disability; Empowerment // empowerment; Jugendliche und junge Erwachsene; Macht // power; Sexualität // sexuality; sexuelle Gewalt // sexual violence	796
0	0	0	Cheit, Ross E.	2014	Buch (Monographie)		The witch-hunt narrative	1 Sozialer Kontext; 1.2 Diskurse; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Diskurs // discourse; Panik // panics; Politik // politics; Psychologie // psychology; sexueller Kindesmissbrauch	1106
0	0	1	Clark, Andrew B.	2014	Beitrag in …		Parenting Through the Digital Revolution	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.3 Eltern	Eltern; Internet; Jugendliche und junge Erwachsene	1489
0	0	1	Clavert, Clay	2014	Beitrag in …		Youth-Produced Sexual Images, ""Sexting"", and the Cellphone	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Jugendliche und junge Erwachsene; Sexting // sexting	1483
0	0	0	Clements, Hannah; Dawson, David L.; das Nair, Roshan	2014	Zeitschriftenaufsatz	Journal of Sexual Aggression	Female-perpetrated sexual abuse	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 4 Fachkräfte; 4.2 Extern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie	Einstellungen // attitudes; Frauen // women; Opfer // victim; Sexueller Missbrauch // sexual abuse; Täter*in // offender	227
0	0	0	Collins, Christi M.; O'Neill-Arana, Margarita R.; Fontes, Lisa Aronson; Ossege, Jennifer M.	2014	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Catholicism and childhood sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.5 Religion; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.9 Kirche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Anpassung // adaptation; Catholicism; Erwachsene; Female; Humans; Kinder; Psychotherapy; Qualitative Research; sexueller Kindesmissbrauch; Von sexuellem Kindesmissbrauch Betroffene; Women/psychology	1579
0	0	0	Crowley, M. Sue	2014	Beitrag in …		Defining Themselves	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Internet; Jugendliche und junge Erwachsene; queer; Selbstbestimmung // agency; Selbstkonzept // self-concept; soziale Unterstützung // social support	1248
0	0	0	Dank, Meredith; Lachman, Pamela; Zweig, Janine M.; Yahner, Jennifer	2014	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Dating violence experiences of lesbian, gay, bisexual, and transgender youth	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 8 Forschung; 8.4 Ergebnisse	Bisexualität // bisexuality; Gewalt in Beziehngen // dating violence; Jugendliche und junge Erwachsene; lesbisch // lesbian; schwul // gay; trans*ident // trans*	1733
0	0	0	Davies, Cristyn; McInnes, David	2014	Beitrag in …		Speaking Violence	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung	Homofeindlichkeit // homophobia; Schule // school	1223
0	0	0	Dermody, Sarah S.; Marshal, Michael P.; Cheong, Jeewon; Burton, Chad; Hughes, Tonda; Aranda, Frances; Friedman, Mark S.	2014	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Longitudinal disparities of hazardous drinking between sexual minority and heterosexual individuals from adolescence to young adulthood	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.4 Ergebnisse	Bisexualität // bisexuality; Drogenkonsum // substance abuse; lesbisch // lesbian; schwul // gay; sexuelle Minderheit // sexual minority	1735
0	0	1	DeVita, James M.; Daniel Anders, Allison	2014	Beitrag in …		Multiple Targeted Identities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Ethnizität // ethnicity; Gesetzlich / legal; Homosexualität; Intersektionalität // intersectionality; Politik // politics; Privilegien // privileges; Rassismus // racism; schwarz // black; schwul // gay	1274
0	0	0	Ewing, Charles Patrick	2014	Buch (Monographie)		Preventing the sexual victimization of children	1 Sozialer Kontext; 1.1 Policies; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.1 Kindergarten; 2.2.3 Schule; 2.2.7 Heim(gruppen); 2.2.8 Offene Kinder- und Jugendarbeit; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Bildungspolititk // education policies; Gesetzlich / legal; institutioneller Missbrauch // institutional abuse; Katholizismus // catholicism; Policies; Prostitution; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch; Sicherheit // safety; Soziale Arbeit und Dienste // social work and services; Strafrecht // criminal justice; Vulnerabilität // vulnerability	1102
0	0	0	Ferguson, Christopher J.; Muñoz, Mónica E.; Garza, Adolfo; Galindo, Mariza	2014	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Concurrent and prospective analyses of peer, television and social media influences on body dissatisfaction, eating disorder symptoms and life satisfaction in adolescent girls	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.4 Ergebnisse	Essstörung // eating disorder; Jugendliche und junge Erwachsene; Körper // body; Mädchen // girls; Medien // media; Peers	1736
0	0	0	Freitag, Mel B.	2014	Beitrag in …		Safety in Unity	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Diversity; Identität // identity; Schule // school; Sicherheit // safety	1257
1	0	0	Frías, Sonia M.; Erviti, Joaquina	2014	Zeitschriftenaufsatz	Child Abuse & Neglect	Gendered experiences of sexual abuse of teenagers and children in Mexico	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Geschlecht // gender; Sexueller Missbrauch // sexual abuse	766
1	0	0	Gowen, L. Kris; Winges-Yanez, Nichole	2014	Zeitschriftenaufsatz	The Journal of Sex Research	Lesbian, Gay, Bisexual, Transgender, Queer, and Questioning Youths' Perspectives of Inclusive School-Based Sexuality Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche	queer; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education	729
0	0	0	Gray, Jacqueline M.	2014	Zeitschriftenaufsatz	Journal of Sexual Aggression	What constitutes a “reasonable belief” in consent to sex?	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 8 Forschung; 8.4 Ergebnisse	Konsens // consent; Vergewaltigung // rape; Vulnerabilität // vulnerability	231
1	0	0	Green, Eli R.; Hamarman, Amelia M.; McKee, Ryan W.	2014	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Online sexuality education pedagogy	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik	Internet; Sexuelle Bildung // sexuality education	1048
1	0	0	Grose, Rose Grace; Grabe, Shelly; Kohfeldt, Danielle	2014	Zeitschriftenaufsatz	The Journal of Sex Research	Sexual Education, Gender Ideology, and Youth Sexual Empowerment	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Empowerment // empowerment; Geschlecht // gender; Jugendliche und junge Erwachsene; Schule // school; Sexuelle Bildung // sexuality education	728
0	0	0	Grudzinskas, Albert; Cody, Richard; Brada, Sara J.; Saleh, Fabian M.	2014	Beitrag in …		New Technology Meets Old Law	1 Sozialer Kontext; 1.1 Policies; 1.3 Medien und Technologie	Gesetzlich / legal; Internet; Jugendliche und junge Erwachsene; Medien // media; Sexting // sexting; Strafrecht // criminal justice; Technologie // technology	1479
0	0	0	Harris, Andrew J.	2014	Beitrag in …		Understanding the World of Digital Youth	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugendliche und junge Erwachsene; Technologie // technology	1481
0	0	0	Harris, Andrew J.; Davidson, Judith	2014	Beitrag in …		Teens, Sex, and Technology: Implications for Educational Systems and Practice	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Bildungspolititk // education policies; Jugendliche und junge Erwachsene; Sex // sex; Technologie // technology	1490
1	0	0	Harrison, Lyn; Ollis, Debbie	2014	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Stepping out of our comfort zones	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern	Diskurs // discourse; Feminismus // feminism; Geschlecht // gender; Sexuelle Bildung // sexuality education	1046
0	0	0	Henry, Nicola; Powell, Anastasia	2014	Buch (Sammelwerk)		Preventing sexual violence	1 Sozialer Kontext; 1.1 Policies; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 8 Forschung; 8.2 Theorie	Prävention // prevention; sexuelle Gewalt // sexual violence; Vergewaltigung // rape	5
0	0	0	Henry, Nicola; Powell, Anastasia	2014	Beitrag in …		The Dark Side of the Virtual World: Towards a Digital Sexual Ethics	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie	Internet; Sexualethik // sexual ethics	1280
0	0	0	Hua, Liwei L.; Yapo, Scott; Yule, Amy; Gorrindo, Tristan	2014	Beitrag in …		Problematic Internet Behaviours: Diagnostic and Treatment	1 Sozialer Kontext; 1.3 Medien und Technologie	Behandlung // treatment; Internet; Risikoverhalten // risk behavior	1491
1	0	0	Huyge, Ellen; Maele, Dimitri van; Houtte, Mieke van	2014	Zeitschriftenaufsatz	Gender and Education	Does students' machismo fit in school?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche	Geschlechtsidentität // gender identity; Männlichkeit // masculinity; Schule // school; Schulklima // school climate	824
0	0	0	Ingham, Roger	2014	Beitrag in …		A Well-Kept Secret: Sex Education, Masturbation, and Public Health	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Gesundheitswesen // public health; Selbstbefriedigung // masturbation; Sexuelle Bildung // sexuality education	1316
0	0	0	Ingrey, Jennifer C.	2014	Beitrag in …		The Heterotopic Washroom in School Space	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Geschlecht // gender; Heteronormativität // heteronormativity; Schule // school	1246
0	0	0	Jennings, Todd	2014	Beitrag in …		Is the Mere Mention Enough?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern	Bisexualität // bisexuality; lesbisch // lesbian; Pädagog*innen // educators; schwul // gay; trans*ident // trans*	1269
1	0	0	Jozkowski, Kristen N.; Peterson, Zoë D.; Sanders, Stephanie A.; Dennis, Barbara; Reece, Michael	2014	Zeitschriftenaufsatz	The Journal of Sex Research	Gender Differences in Heterosexual College Students' Conceptualizations and Indicators of Sexual Consent	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Geschlecht // gender; Konsens // consent; Prävention // prevention; Sexuelle Bildung // sexuality education; Student*innen // college students; Universität // college university	730
0	0	0	Judge, Abigail; Graw Leary, Mary	2014	Beitrag in …		From the Streets to Cyberspace	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Jugendliche und junge Erwachsene; Kinder; sexuelle Ausbeutung // sexual exploitation; Technologie // technology	1487
1	0	0	Kjaran, Jón; Kristinsdóttir, Guðrún	2014	Zeitschriftenaufsatz	Pedagogy, Culture & Society	Queering the environment and caring for the self	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Bisexualität // bisexuality; lesbisch // lesbian; queer; Schule // school; Schüler*innen // pupils; schwul // gay; Selbstbestimmung // agency; trans*ident // trans*	843
0	0	0	Kosciw, Joseph G.; Greytak, Emily A.; Bartkiewitz, Mark J.	2014	Beitrag in …		Failing Progress	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	queer; Schulklima // school climate	1254
0	0	0	Lamb, Sharon	2014	Beitrag in …		The Hard Work of Pleasure	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Sexuelle Bildung // sexuality education; Vergnügen // pleasure	1320
1	0	0	Larsson, Håkan; Quennerstedt, Mikael; Öhman, Marie	2014	Zeitschriftenaufsatz	Gender and Education	Heterotopias in physical education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht	Heteronormativität // heteronormativity	827
0	0	0	Leonardi, Bethy; Saenz, Lauren P.	2014	Beitrag in …		Conceptualizing Safety From the Inside Out	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Heteronormativität // heteronormativity; Schule // school; Schüler*innen // pupils; Selbstkonzept // self-concept; Sicherheit // safety	1255
1	0	0	Livingstone, Sonia M.; Smith, Peter K.	2014	Zeitschriftenaufsatz	Journal of Child Psychology and Psychiatrie	Annual Research Review: Harms experienced by child users of online and mobile technologies	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder	Internet; Kinder; Mobbing // bullying; Pornografie // pornography; Risikofaktoren // risk factors; Schutz // protection	699
0	0	0	Luschen, Kristen V.	2014	Beitrag in …		Survival, Protection, and Forgiveness	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 8 Forschung; 8.3 Methodologie	Dating; Geschlecht // gender; Jugendliche und junge Erwachsene; Männlichkeit // masculinity; Medien // media; Popkultur // popular culture; Sexualkultur // sexuality culture; sexuelle Belästigung // sexual harassment; Weiblichkeit // femininity	1251
1	0	0	Martinello, Emily	2014	Zeitschriftenaufsatz	Sexuality and Disability	Reviewing Strategies for Risk Reduction of Sexual Abuse of Children with Intellectual Disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Behinderung // disability; Intervention // intervention; Risiko // risk; Risikofaktoren // risk factors; Risikoverhalten // risk behavior; Sexueller Missbrauch // sexual abuse	1142
0	0	0	Martino, Wayne	2014	Beitrag in …		Masculinities, Gender Non-Conformity, and the Significance of Queer and Transgender Perspectives in Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT	Geschlechtsidentität // gender identity; Männlichkeit // masculinity; queer; Sexuelle Bildung // sexuality education; trans*ident // trans*	1242
0	0	0	Masinire, Alfred	2014	Beitrag in …		Becoming a Responsible Boy	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche	Jungen // boys; Männlichkeit // masculinity; Prävention // prevention; Sozialisation // socialization	1249
0	0	0	Matrim, Jair	2014	Beitrag in …		A Philosophy of Sexual Reciprocity for Secular Public Schools of Toronto	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Curriculum; Homofeindlichkeit // homophobia; Moral; Policies; queer; Schule // school; Schulklima // school climate; Sexualethik // sexual ethics	1263
0	0	0	McCall, Stephanie D.	2014	Beitrag in …		Girls Minus Boys	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Diskurs // discourse; Heteronormativität // heteronormativity; Schule // school	1267
0	0	0	McClelland, Sara I.; Fine, Michelle	2014	Beitrag in …		Over-Sexed and under Surveillance	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Angst // anxiety; Diskurs // discourse; Jugendliche und junge Erwachsene; Sexualität // sexuality; Sexualkultur // sexuality culture	1314
0	0	1	McCoy, Sheltreese D.	2014	Beitrag in …		Some of Us Are Brave	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Universität; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität	Identität // identity; Lehrer*innen // Teachers; queer; Rassismus // racism; Schulklima // school climate; schwarz // black; Sexismus // sexism	1272
0	0	1	McCready, Lance T.	2014	Beitrag in …		The African Dance Program	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung; 7 Sexualität; 7.2 Selbstbestimmung	Diskriminierung // discrimination; Ethnizität // ethnicity; Schule // school; Schüler*innen // pupils; schwarz // black; schwul // gay; Selbstbestimmung // agency	1265
0	0	0	Meyer, Elizabeth J.; Carlson, Dennis	2014	Buch (Sammelwerk)		Gender and sexualities in education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule	Geschlecht // gender; Lehrer*innen // Teachers; queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Sexuelle Orientierung // sexual orientation	951
0	0	0	Migdalek, Jack	2014	Beitrag in …		Challenging Gendered Practices Through Drama	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern; 4.2 Extern; 8 Forschung; 8.3 Methodologie	Geschlecht // gender; Praxis // Practice; Sexuelle Bildung // sexuality education	1270
